id,full_name,column,url,status
apt-0001,A. J. Splatt,person_source_url,https://en.wikipedia.org/wiki/Nominative_determinism,200
apt-0001,A. J. Splatt,discovery_source_url,https://en.wikipedia.org/wiki/Nominative_determinism,200
apt-0002,Aaron Doctor,person_source_url,https://npiregistry.cms.hhs.gov/,200
apt-0002,Aaron Doctor,discovery_source_url,https://doi.org/10.1179/002777310x12682237914945,200
apt-0003,Aaron Judge,person_source_url,https://www.baseball-reference.com/players/j/judgeaa01.shtml,429
apt-0004,Aaron Snow,person_source_url,https://www.hockey-reference.com/players/s/snowaa01.html,200
apt-0005,Abby Stork,person_source_url,https://npiregistry.cms.hhs.gov/,200
apt-0005,Abby Stork,discovery_source_url,https://npiregistry.cms.hhs.gov/,200
apt-0006,Abu Hafs Amr Haddad,person_source_url,https://en.wikipedia.org/wiki/Abu_Hafs_Amr_Haddad,200
apt-0006,Abu Hafs Amr Haddad,name_source_url,https://en.wikipedia.org/wiki/Haddad,200
apt-0007,Adam Gunn,person_source_url,https://www.olympedia.org/athletes/78488,429
apt-0008,Adam Riess,person_source_url,https://en.wikipedia.org/wiki/Adam_Riess,200
apt-0009,Adam Speker,person_source_url,https://www.5rb.com/barrister/adam-speker-kc/,200
apt-0009,Adam Speker,discovery_source_url,https://www.counselmagazine.co.uk/articles/the-name-of-the-law,200
apt-0010,Adam Weiner,person_source_url,https://www.theguardian.com/lifeandstyle/2024/sep/17/aptronym-job-normative-determinism,200
apt-0010,Adam Weiner,discovery_source_url,https://www.theguardian.com/lifeandstyle/2024/sep/17/aptronym-job-normative-determinism,200
apt-0011,Adolf Jäger,person_source_url,https://en.wikipedia.org/wiki/Adolf_J%C3%A4ger,200
apt-0011,Adolf Jäger,name_source_url,https://en.wiktionary.org/wiki/J%C3%A4ger,200
apt-0012,Adrian Speck,person_source_url,https://8newsquare.co.uk/barrister/adrian-speck/,200
apt-0013,Aerial Powers,person_source_url,https://en.wikipedia.org/wiki/Aerial_Powers,200
apt-0013,Aerial Powers,discovery_source_url,https://www.theguardian.com/lifeandstyle/2024/sep/17/aptronym-job-normative-determinism,200
apt-0014,Aidan Stone,person_source_url,https://en.wikipedia.org/wiki/Aiden_Stone,200
apt-0015,Aimee Blood,person_source_url,https://npiregistry.cms.hhs.gov/,200
apt-0015,Aimee Blood,discovery_source_url,https://www.standard.co.uk/lifestyle/the-name-game-the-weird-science-of-nominative-determinism-6384728.html,200
apt-0016,Akihiko Hoshide,person_source_url,https://en.wikipedia.org/wiki/Akihiko_Hoshide,200
apt-0016,Akihiko Hoshide,name_source_url,https://en.wiktionary.org/wiki/%E6%98%9F,200
apt-0016,Akihiko Hoshide,discovery_source_url,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%97%E3%83%88%E3%83%AD%E3%83%8B%E3%83%A0,200
apt-0017,Akira Kurosawa,person_source_url,https://en.wikipedia.org/wiki/Akira_Kurosawa,200
apt-0017,Akira Kurosawa,name_source_url,https://en.wikipedia.org/wiki/Kurosawa_(surname),200
apt-0018,Al Haynes,person_source_url,https://en.wikipedia.org/wiki/Al_Haynes,200
apt-0019,Alain Casanova,person_source_url,https://en.wikipedia.org/wiki/Alain_Casanova,200
apt-0019,Alain Casanova,discovery_source_url,https://www.espn.com/espn/print?id=37577543,202
apt-0020,Alan Ball,person_source_url,https://en.wikipedia.org/wiki/Alan_Ball_(footballer),200
