id,full_name,first_name,last_name,occupation,field,organization,country,birth_year,death_year,aptronym_type,aptronym_score,name_element,connection,name_origin,name_status,person_source_url,name_source_url,discovery_source_url,notes,review_status
apt-0003,Aaron Judge,Aaron,Judge,MLB outfielder,sports,New York Yankees,United States,1992,,wordplay|ironic,3,Judge,His surname is the title of the umpire who rules on his at-bats.,,birth_name,https://www.baseball-reference.com/players/j/judgeaa01.shtml,,,,verified
apt-0004,Aaron Snow,Aaron,Snow,NHL left wing,sports,Dallas Stars,Canada,1988,,semantic,3,Snow,His surname matches the cold conditions associated with hockey.,,birth_name,https://www.hockey-reference.com/players/s/snowaa01.html,,,,verified
apt-0007,Adam Gunn,Adam,Gunn,decathlete,sports,,United States,1870,1935,semantic,2,Gunn,"Gunn evokes firearms, a weak fit for a 1904 all-around silver medalist.",,birth_name,https://www.olympedia.org/athletes/78488,,,,borderline
apt-0011,Adolf Jäger,Adolf,Jäger,football forward,sports,FC Altona 93,Germany,1889,1944,translation,4,Jäger,"Jäger means hunter in German, fitting a prolific early-century forward.",German: hunter,birth_name,https://en.wikipedia.org/wiki/Adolf_J%C3%A4ger,https://en.wiktionary.org/wiki/J%C3%A4ger,,Scored Germany's only goal at the 1912 Olympics.,verified
apt-0013,Aerial Powers,Aerial,Powers,basketball player,sports,,United States,1994,,semantic,4,Aerial,"Aerial suggests flight, fitting a WNBA athlete.",,birth_name,https://en.wikipedia.org/wiki/Aerial_Powers,,https://www.theguardian.com/lifeandstyle/2024/sep/17/aptronym-job-normative-determinism,,verified
apt-0014,Aidan Stone,Aidan,Stone,football goalkeeper,sports,Truro City,England,1999,,semantic,3,Stone,His surname Stone suggests a stonewall in goal.,,birth_name,https://en.wikipedia.org/wiki/Aiden_Stone,,,Former Mansfield Town and Port Vale keeper.,verified
apt-0019,Alain Casanova,Alain,Casanova,football manager,sports,Toulouse,France,1961,,ironic,3,Casanova,His surname evokes a lover but he was sacked by Toulouse after a poor start.,,birth_name,https://en.wikipedia.org/wiki/Alain_Casanova,,https://www.espn.com/espn/print?id=37577543,Former Toulouse player and manager.,verified
apt-0020,Alan Ball,Alan,Ball,football midfielder,sports,England national team,England,1945,2007,semantic,4,Ball,His surname is the object at the centre of association football.,,birth_name,https://en.wikipedia.org/wiki/Alan_Ball_(footballer),,https://www.topendsports.com/fun/names/apt.htm,Youngest member of England's 1966 World Cup squad.,verified
apt-0022,Alastair Cook,Alastair,Cook,cricketer,sports,England,England,1984,,semantic,2,Cook,His surname Cook names a kitchen trade in the ESPNcricinfo profession XI.,,birth_name,https://en.wikipedia.org/wiki/Alastair_Cook,,https://www.espncricinfo.com/story/espncricinfo-xi-cricketers-names-that-are-also-professions-722219,England's leading Test run-scorer.,verified
apt-0030,Alfred Diver,Alfred,Diver,cricketer,sports,Cambridgeshire,England,1827,1876,wordplay,3,Ducky,"Known as Ducky Diver, his nickname matched his surname for a Victorian professional.",,professional_name,https://www.espncricinfo.com/cricketers/ducky-diver-12183,,,Birth name Alfred John Day Diver; 84 first-class matches.,verified
apt-0049,Andre Wisdom,Andre,Wisdom,football defender,sports,Liverpool,England,1993,,ironic,3,Wisdom,His surname is wisdom but he once drove his car into a woodland puddle on a wrong turn.,,birth_name,https://en.wikipedia.org/wiki/Andre_Wisdom,,https://www.espn.com/espn/print?id=37577543,Liverpool academy graduate; later at Derby County.,verified
apt-0051,Andreas Wank,Andreas,Wank,ski jumper,sports,,Germany,1988,,phonetic,2,Wank,His surname is an English vulgarism unrelated to ski jumping.,,birth_name,https://www.olympedia.org/athletes/119519,,https://www.keranews.org/2012-07-25/olympic-athletes-names-endurance-track-moist-swimming-and-a-leeper,German surname; English homophone only.,borderline
apt-0056,Andrew Painter,Andrew,Painter,MLB pitcher,sports,Philadelphia Phillies,United States,2003,,direct,5,Painter,His surname matches the position name pitcher.,,birth_name,https://www.baseball-reference.com/players/p/paintan01.shtml,,,,verified
