id,full_name,first_name,last_name,occupation,field,organization,country,birth_year,death_year,aptronym_type,aptronym_score,name_element,connection,name_origin,name_status,person_source_url,name_source_url,discovery_source_url,notes,review_status
apt-0018,Al Haynes,Al,Haynes,airline captain,transport,United Airlines,United States,1931,2019,semantic,2,Haynes,Weak surname link; included as captain who saved 185 aboard United Flight 232 in 1989.,,birth_name,https://en.wikipedia.org/wiki/Al_Haynes,,,DC-10 captain during Sioux City emergency landing.,borderline
apt-0023,Albert Sidney Major Jr.,Albert,Major,U.S. Navy captain,military,United States Navy,United States,1908,1955,semantic,4,Major,His surname is Major while he reached the rank of Navy captain.,,birth_name,https://usnamemorialhall.org/honorees/capt-albert-s-major-jr-usn/,,,,verified
apt-0024,Alec Steele,Alec,Steele,blacksmith,trades,,United Kingdom,1997,,phonetic,4,Steele,"Steele is a homophone of steel, the metal he forges as a blacksmith and YouTuber.",,birth_name,https://en.wikipedia.org/wiki/Alec_Steele,,https://en.wikipedia.org/wiki/Aptronym,British blacksmith with 3M+ YouTube subscribers.,verified
apt-0037,Alper Gezeravci,Alper,Gezeravci,astronaut,transport,Turkish Space Agency,Turkey,1979,,translation,3,Gezeravci,"Gezeravci means traveller in Turkish, fitting an astronaut and airline captain.",Turkish: traveller,birth_name,https://en.wikipedia.org/wiki/Alper_Gezeravci,https://en.wiktionary.org/wiki/gezmek,,First Turkish citizen in space on Axiom-3.,verified
apt-0038,Am Rong,Am,Rong,Khmer Rouge spokesman,politics,,United States,,,phonetic,4,Rong,His name sounds like wrong for a regime spokesman.,,birth_name,https://slate.com/news-and-politics/2005/12/charol-shakeshaft-topped.html,,https://slate.com/news-and-politics/2005/12/charol-shakeshaft-topped.html,,probable
apt-0039,Amanda Cheesley,Amanda,Cheesley,Press officer at Copa-Cogeca farming lobby,politics,Copa-Cogeca,Belgium,,,semantic,4,Cheesley,"Cheesley evokes cheese, apt for a press officer at Europe's largest farming union.",,unknown,https://www.politico.eu/article/nominative-determinism-brief-history-of-names-that-sound-like-jobs/,,https://www.politico.eu/article/nominative-determinism-brief-history-of-names-that-sound-like-jobs/,Person verified via Politico article only.,probable
apt-0055,Andrew Hull Foote,Andrew,Foote,Rear admiral,military,United States Navy,United States,1806,1863,phonetic,3,Foote,"Foote is a homophone of foot, while he commanded the Western Gunboat Flotilla on the Mississippi.",,birth_name,https://en.wikipedia.org/wiki/Andrew_Hull_Foote,,,Son of Senator Samuel Foot/Foote.,probable
apt-0064,Angus King,Angus,King,U.S. senator and former governor,politics,United States Senate,United States,1944,,semantic,4,King,"His surname is King while he served as governor and senator, offices associated with executive authority.",,birth_name,https://en.wikipedia.org/wiki/Angus_King,,,,verified
apt-0075,Anthony Weiner,Anthony,Weiner,politician,politics,,United States,1964,,semantic,4,Weiner,His surname became ironic during sexting scandals involving explicit photos.,,birth_name,https://en.wikipedia.org/wiki/Anthony_Weiner,,https://en.wikipedia.org/wiki/Aptronym,,verified
apt-0090,Ayn Learn,Ayn,Learn,language arts teacher,education,Placentia-Yorba Linda Unified School District,United States,,,direct,5,Learn,Her surname names the outcome teachers seek for every pupil.,,birth_name,https://clsfall2017.sched.com/speaker/david_learn.6y2xdnw,,,Teaches language arts alongside David Learn.,verified
apt-0099,Barney Frank,Barney,Frank,U.S. representative and Financial Services chairman,politics,United States House of Representatives,United States,1940,2026,direct,5,Frank,His surname is Frank and he was famously blunt and accessible to the press.,,legal_name,https://en.wikipedia.org/wiki/Barney_Frank,,https://www.ukiahdailyjournal.com/2026/05/09/national-perspective-barney-franks-deafening-whisper/,Born Barnett Frank; legally changed to Barney.,verified
apt-0101,Baron Hill,Baron,Hill,U.S. representative,politics,United States House of Representatives,United States,1953,,direct,4,Baron,His given name Baron evokes noble rank while he served in Congress.,,birth_name,https://en.wikipedia.org/wiki/Baron_Hill_(politician),,,,verified
apt-0103,Bear Woods,Bear,Woods,head football coach,education,Wetumpka High School,United States,,,semantic,4,Woods,Woods names the timber of football goalposts and Wood evokes coaching legend Bear Bryant.,,birth_name,https://wetumpkasports.com/information/directory/index,,,Head football coach at Wetumpka High School Alabama.,verified
apt-0117,Bill Archer,Bill,Archer,U.S. representative and Ways and Means chairman,politics,United States House of Representatives,United States,1928,2026,semantic,3,Archer,"Archer evokes bowmen, a martial echo for a fiscal-policy chairman.",,birth_name,https://en.wikipedia.org/wiki/Bill_Archer,,,,probable
apt-0119,Bill Grant,Bill,Grant,U.S. representative,politics,United States House of Representatives,United States,1943,,semantic,2,Grant,"Grant suggests granting funds, a weak link for a Florida congressman.",,birth_name,https://bioguide.congress.gov/search/bio/G000382,,,,borderline
