id,full_name,first_name,last_name,occupation,field,organization,country,birth_year,death_year,aptronym_type,aptronym_score,name_element,connection,name_origin,name_status,person_source_url,name_source_url,discovery_source_url,notes,review_status
apt-0001,A. J. Splatt,A. J.,Splatt,urologist,medicine,,,,,phonetic,3,Splatt,Co-authored a urology paper that launched New Scientist's nominative determinism column.,,unknown,https://en.wikipedia.org/wiki/Nominative_determinism,,https://en.wikipedia.org/wiki/Nominative_determinism,Full given name Anthony; paper with D. Weedon 1977.,probable
apt-0002,Aaron Doctor,Aaron,Doctor,obstetrician-gynecologist,medicine,,United States,,,direct,5,Doctor,His surname is Doctor and he practises as a physician.,,unknown,https://npiregistry.cms.hhs.gov/,,https://doi.org/10.1179/002777310x12682237914945,Abel 2010 found disproportionate Doctor surnames among physicians.,verified
apt-0005,Abby Stork,Abby,Stork,obstetrician-gynecologist,medicine,,United States,,,semantic,5,Stork,"The stork is folklore's bird that delivers babies, matching obstetrics.",,unknown,https://npiregistry.cms.hhs.gov/,,https://npiregistry.cms.hhs.gov/,,verified
apt-0009,Adam Speker,Adam,Speker,Barrister,law,5RB,GB,,,phonetic,4,Speker,"Speker sounds like speaker, the advocate's core courtroom role.",Variant of English speaker,birth_name,https://www.5rb.com/barrister/adam-speker-kc/,,https://www.counselmagazine.co.uk/articles/the-name-of-the-law,Media and defamation silk; KC 2020.,verified
apt-0010,Adam Weiner,Adam,Weiner,urologist,medicine,,United States,,,semantic,4,Weiner,"Weiner is slang for penis, making his name an icebreaker in urology.",,birth_name,https://www.theguardian.com/lifeandstyle/2024/sep/17/aptronym-job-normative-determinism,,https://www.theguardian.com/lifeandstyle/2024/sep/17/aptronym-job-normative-determinism,,verified
apt-0012,Adrian Speck,Adrian,Speck,Barrister,law,8 New Square,GB,1969,,phonetic,4,Speck,"Speck resembles speak, fitting an advocate who argues patent and media cases.",Variant of English speaker,birth_name,https://8newsquare.co.uk/barrister/adrian-speck/,,,KC 2012; IP litigator.,verified
apt-0015,Aimee Blood,Aimee,Blood,registered nurse,medicine,,United States,,,semantic,3,Blood,Blood is a substance nurses routinely handle in clinical care.,,unknown,https://npiregistry.cms.hhs.gov/,,https://www.standard.co.uk/lifestyle/the-name-game-the-weird-science-of-nominative-determinism-6384728.html,Blood surname among physicians listed in Evening Standard; verified RN via NPI.,verified
apt-0026,Alexander Burns Wallace,Alexander Burns,Wallace,plastic surgeon,medicine,Bangour General Hospital,Scotland,1906,1974,semantic,5,Burns,Wallace introduced the Rule of Nines for estimating burn surface area in The Lancet in 1951.,Middle name Burns; Wallace Rule of Nines,birth_name,https://en.wikipedia.org/wiki/Alexander_Burns_Wallace,,https://en.wikipedia.org/wiki/Nominative_determinism,Birth post-1920 but historical surgical eponym.,verified
apt-0029,Alfred Dennis,Alfred,Dennis,dentist,medicine,,United States,,,phonetic,4,Dennis,"Dennis sounds like dentist, matching Pelham et al. finding that Dennises gravitate to dentistry.",,unknown,https://npiregistry.cms.hhs.gov/,,https://doi.org/10.1037/0022-3514.82.4.469,Name-first NPI verification of Dennis dentist pattern.,verified
apt-0034,Allan Dennis,Allan,Dennis,dentist,medicine,,United States,,,phonetic,4,Dennis,"Dennis resembles dentist, echoing Pelham et al. implicit egotism finding.",,unknown,https://npiregistry.cms.hhs.gov/,,https://doi.org/10.1037/0022-3514.82.4.469,,verified
apt-0035,Allen Korn,Allen,Korn,podiatrist,medicine,,United States,,,phonetic,3,Korn,Corn is a common foot ailment treated by podiatrists.,,birth_name,https://slate.com/news-and-politics/2005/12/charol-shakeshaft-topped.html,,https://slate.com/news-and-politics/2005/12/charol-shakeshaft-topped.html,,probable
apt-0040,Ambroise Paré,Ambroise,Paré,surgeon,medicine,,France,1510,1590,translation,3,Paré,Paré resembles French paré meaning prepared fitting a royal surgeon who revolutionized wound treatment.,French: paré (prepared),birth_name,https://en.wikipedia.org/wiki/Ambroise_Par%C3%A9,https://en.wiktionary.org/wiki/par%C3%A9,,Surgeon to four French kings.,probable
apt-0043,Amy Gore,Amy,Gore,surgical critical care surgeon,medicine,,United States,,,semantic,4,Gore,Gore denotes bloodshed inherent to critical care surgery.,,unknown,https://npiregistry.cms.hhs.gov/,,,,verified
apt-0045,Anderson Nurse,Anderson,Nurse,registered nurse,medicine,,United States,,,direct,5,Nurse,His surname is Nurse and he works as a registered nurse.,,unknown,https://npiregistry.cms.hhs.gov/,,,,verified
apt-0047,Andre Fang,Andre,Fang,dentist,medicine,,United States,,,semantic,4,Fang,"Fangs are teeth, the focus of dentistry.",,unknown,https://npiregistry.cms.hhs.gov/,,,,verified
apt-0050,Andreas Vesalius,Andreas,Vesalius,anatomist,medicine,University of Padua,Habsburg Netherlands,1514,1564,other,2,Vesalius,Vesalius offers no documented name-to-anatomy link though he founded modern human dissection.,,birth_name,https://en.wikipedia.org/wiki/Andreas_Vesalius,,,Author of De humani corporis fabrica (1543).,borderline
apt-0052,Andrew Ballaro,Andrew,Ballaro,consultant urologist,medicine,Royal Free Hospital,United Kingdom,,,semantic,3,Ball,"Ball echoes slang for testicle, fitting his urology specialty noted in Limb et al.",,unknown,https://mrandrewballaro.co.uk/,,https://doi.org/10.1308/147363515X14134529299420,GMC 4027768; Ball surname listed in Limb et al. 2015 urology table.,verified
apt-0060,Angel Colon,Angel,Colon,gastroenterologist,medicine,,United States,,,semantic,5,Colon,His surname names the organ his specialty treats.,,birth_name,https://slate.com/news-and-politics/2005/12/charol-shakeshaft-topped.html,,https://slate.com/news-and-politics/2005/12/charol-shakeshaft-topped.html,,probable
apt-0062,Angel Means,Angel,Means,hospice director,medicine,Visiting Nurse Association,United States,,,wordplay,4,Means,Angel with means leads end-of-life hospice care.,,birth_name,https://www.sevendaysvt.com/arts-culture/aptronyms-2014-are-descriptive-monikers-coincidence-or-fate-2488690/,,https://www.sevendaysvt.com/arts-culture/aptronyms-2014-are-descriptive-monikers-coincidence-or-fate-2488690/,,probable
apt-0069,Anne Mary Fang,Anne Mary,Fang,prosthodontist,medicine,,United States,,,semantic,4,Fang,"Fangs are teeth, central to prosthodontic dentistry.",,unknown,https://npiregistry.cms.hhs.gov/,,,,verified
apt-0074,Anthony Stone,Anthony,Stone,urologist,medicine,,United Kingdom,,,semantic,4,Stone,Stone names kidney stones treated in urology.,,unknown,https://npiregistry.cms.hhs.gov/,,,,verified
