id,full_name,first_name,last_name,occupation,field,organization,country,birth_year,death_year,aptronym_type,aptronym_score,name_element,connection,name_origin,name_status,person_source_url,name_source_url,discovery_source_url,notes,review_status
,Frank Field,Frank,Field,television meteorologist,weather,WABC/WCBS New York,United States,1923,1995,semantic,4,Field,His adopted surname Field evokes open country and landscapes where weather is watched and forecast.,Anglicized from Franklyn Feld,legal_name,https://en.wikipedia.org/wiki/Frank_Field_(meteorologist),https://en.wiktionary.org/wiki/field,https://www.washingtonpost.com/news/capital-weather-gang/wp/2016/03/16/the-20-funniest-and-most-fitting-names-in-weather/,Birth name Franklyn Feld; semantic reading uses professional surname Field.,verified
,Dallas Raines,Dallas,Raines,chief meteorologist,weather,KABC-TV Los Angeles,United States,,,semantic,5,Raines,"His surname is the plural of rain, the precipitation he forecasts daily on television.",,birth_name,https://en.wikipedia.org/wiki/Dallas_Raines,https://en.wiktionary.org/wiki/rain,https://abc7.com/about/newsteam/dallas-raines,,verified
,Terri Gale,Terri,Gale,meteorologist,weather,CTV News Winnipeg,Canada,,,semantic,5,Gale,"Her surname matches gale, a strong wind classified in meteorology.",,birth_name,https://guelph.ctvnews.ca/team/terri-gale/,https://en.wiktionary.org/wiki/gale,https://www.washingtonpost.com/news/capital-weather-gang/wp/2016/03/16/the-20-funniest-and-most-fitting-names-in-weather/,,verified
,Casey Cloud,Casey,Cloud,broadcast meteorologist,weather,Cloud's Weather LLC,United States,,,semantic,5,Cloud,"His surname is cloud, the visible mass of water droplets central to weather forecasting.",,birth_name,https://cloudsweather.com/about/,https://en.wiktionary.org/wiki/cloud,,,verified
,Walker Snowden,Walker,Snowden,television meteorologist,weather,The Weather Group / Local Now,United States,,,semantic,5,Snowden,"His surname embeds snow, the frozen precipitation he reports on air.",,birth_name,https://www.weathergroup.com/personalities/walker-snowden,https://en.wiktionary.org/wiki/snow,,,verified
,Storm Huntley,Storm,Huntley,television weather presenter,weather,ITV / STV,United Kingdom,1987,,semantic,5,Storm,Her first name Storm matches the severe weather systems she presents.,,birth_name,https://en.wikipedia.org/wiki/Storm_Huntley,https://en.wiktionary.org/wiki/storm,,,verified
,Heather Reid,Heather,Reid,television meteorologist,weather,BBC Scotland,United Kingdom,1967,,wordplay|semantic,4,Heather,"She was branded Heather the Weather, making her first name a direct weather pun.",,birth_name,https://en.wikipedia.org/wiki/Heather_Reid,https://en.wiktionary.org/wiki/heather,,Scottish nickname Heather the Weather widely used in BBC coverage.,verified
,Allison Field,Allison,Field,television meteorologist,weather,WABC New York,United States,,,semantic,4,Field,"Like her father Frank Field, her surname Field suits a broadcast meteorologist.",,birth_name,https://en.wikipedia.org/wiki/Frank_Field_(meteorologist),https://en.wiktionary.org/wiki/field,,Daughter of Frank Field; occupation confirmed via Frank Field Wikipedia article.,verified
,Ken Weathers,Ken,Weathers,chief meteorologist,weather,WATE Knoxville,United States,,,semantic,5,Weathers,"His surname is the plural of weather, the subject of his entire career.",,birth_name,https://www.wate.com/author/ken-weathers/,https://en.wiktionary.org/wiki/weather,,,verified
,Larry Sprinkle,Larry,Sprinkle,chief meteorologist,weather,WCNC Charlotte,United States,,,semantic,5,Sprinkle,"His surname is sprinkle, light intermittent precipitation he forecasts for viewers.",,birth_name,https://www.wcnc.com/article/about-us/larry-spinkle-40th-anniversary-job/275-c1d137f2-679d-470b-bb40-a7fbfcb7bf26,https://en.wiktionary.org/wiki/sprinkle,https://www.washingtonpost.com/news/capital-weather-gang/wp/2016/03/16/the-20-funniest-and-most-fitting-names-in-weather/,WFAE and Washington Post both cite Sprinkle as a nominative-determinism example.,verified
,Skip Waters,Skip,Waters,chief meteorologist,weather,WCTI New Bern,United States,1953,2014,semantic,4,Waters,His surname Waters denotes the oceans and hydrosphere central to coastal weather.,,birth_name,https://wcti12.com/archive/skip-waters-1953-2014,https://en.wiktionary.org/wiki/water,,,verified
,Nicole Sprinkles,Nicole,Sprinkles,meteorologist,weather,National Weather Service Anchorage,United States,,,semantic,5,Sprinkles,"Her surname is sprinkles, a term for light scattered precipitation.",,birth_name,https://www.weather.gov/media/publications/Aware/23aug_aware.pdf,https://en.wiktionary.org/wiki/sprinkle,,Named in NWS Aware employee profile PDF.,verified
,"Harold ""Jack"" Frost",Harold,Frost,Meteorologist in Charge,weather,National Weather Service Lubbock,United States,,2000,semantic,5,Frost,"His surname Frost is the ice-crystal coating that forms in cold, calm weather.",,birth_name,https://www.weather.gov/lub/lubhistory,https://en.wiktionary.org/wiki/frost,,Known as Jack Frost; NWS Lubbock history page.,verified
