id,full_name,first_name,last_name,occupation,field,organization,country,birth_year,death_year,aptronym_type,aptronym_score,name_element,connection,name_origin,name_status,person_source_url,name_source_url,discovery_source_url,notes,review_status
,Mat Sadler,Mat,Sadler,football manager,sports,Walsall,England,1984,,wordplay,5,Sadler,"He played for and now manages Walsall, nicknamed The Saddlers.",,birth_name,https://en.wikipedia.org/wiki/Mat_Sadler,,https://www.nytimes.com/athletic/6524643/2025/08/04/football-names-clubs-managers-arsenal-wenger/,Played for Walsall twice; manager from 2023.,verified
,John de Wolf,John,de Wolf,football defender,sports,Wolverhampton Wanderers,Netherlands,1968,,semantic,5,Wolf,"He joined Wolves, whose name and mascot are wolves.",Dutch: wolf,birth_name,https://en.wikipedia.org/wiki/John_de_Wolf,https://en.wiktionary.org/wiki/wolf,https://www.nytimes.com/athletic/6524643/2025/08/04/football-names-clubs-managers-arsenal-wenger/,Dutch defender; cult hero at Molineux in 1994.,verified
,Christian Fuchs,Christian,Fuchs,football defender,sports,Leicester City,Austria,1986,,translation,5,Fuchs,"His surname means fox in German, matching Leicester City Foxes.",German: fox,birth_name,https://en.wikipedia.org/wiki/Christian_Fuchs,https://en.wiktionary.org/wiki/Fuchs,https://www.bbc.co.uk/sport/av/football/34090732,Premier League champion 2015-16.,verified
,Kobbie Mainoo,Kobbie,Mainoo,football midfielder,sports,Manchester United,England,2005,,wordplay,3,Mainoo,His surname is heard as Man U by fans who use that pejorative for Manchester United.,,birth_name,https://en.wikipedia.org/wiki/Kobbie_Mainoo,,https://www.nytimes.com/athletic/6524643/2025/08/04/football-names-clubs-managers-arsenal-wenger/,Youth product at Old Trafford.,verified
,Salva Sevilla,Salva,Sevilla,football midfielder,sports,Sevilla FC,Spain,1984,,wordplay,4,Sevilla,"His surname matches Sevilla, the club where he came through the youth system.",,birth_name,https://en.wikipedia.org/wiki/Salva_Sevilla,,https://www.nytimes.com/athletic/6524643/2025/08/04/football-names-clubs-managers-arsenal-wenger/,Only reached Sevilla B team; later starred at Real Betis.,verified
,Darren Potter,Darren,Potter,football midfielder,sports,Wolverhampton Wanderers,Ireland,1984,,wordplay,3,Potter,He played for Wolves while Graham Potter served the Potters at Stoke.,,birth_name,https://en.wikipedia.org/wiki/Darren_Potter,,https://www.nytimes.com/athletic/6524643/2025/08/04/football-names-clubs-managers-arsenal-wenger/,Republic of Ireland international; on loan then permanently at Wolves.,verified
,Paul McStay,Paul,McStay,football midfielder,sports,Celtic,Scotland,1964,,semantic,4,McStay,"His surname evokes staying put, fitting a one-club Celtic career.",,birth_name,https://en.wikipedia.org/wiki/Paul_McStay,,https://en.wikipedia.org/wiki/Aptronym,Spent entire senior career at Celtic.,verified
,Mike England,Mike,England,football manager,sports,Wales national team,Wales,1941,,wordplay,4,England,He won 44 Wales caps as a player and managed Wales for eight years.,,birth_name,https://en.wikipedia.org/wiki/Mike_England,,https://www.espn.com/espn/print?id=37577543,Never played for England; managed Wales 1980-1988.,verified
,Gerard Piqué,Gerard,Piqué,football defender,sports,FC Barcelona,Spain,1987,,wordplay|ironic,4,Bernabeu,"His full name includes Bernabeu, the name of Real Madrid's home ground.",,birth_name,https://en.wikipedia.org/wiki/Gerard_Piqu%C3%A9,,https://www.espn.com/espn/print?id=37577543,Full name Gerard Piqué Bernabeu; Barcelona legend.,verified
,George Best,George,Best,football winger,sports,Manchester United,Northern Ireland,1946,2005,semantic,4,Best,"His surname is best, fitting a player widely called one of the greatest ever.",,birth_name,https://en.wikipedia.org/wiki/George_Best,,https://www.topendsports.com/fun/names/apt.htm,Ballon d'Or 1968; European Cup winner.,verified
,Alan Ball,Alan,Ball,football midfielder,sports,England national team,England,1945,2007,semantic,4,Ball,His surname is the object at the centre of association football.,,birth_name,https://en.wikipedia.org/wiki/Alan_Ball_(footballer),,https://www.topendsports.com/fun/names/apt.htm,Youngest member of England's 1966 World Cup squad.,verified
,Zhu Ting,Zhu,Ting,football forward,sports,Dalian Shide,China,1985,,phonetic,4,Ting,"His name Zhu Ting is pronounced like shooting in Mandarin, fitting a striker.",Mandarin: 朱挺 (Tǐng),birth_name,https://en.wikipedia.org/wiki/Zhu_Ting_(footballer),https://en.wiktionary.org/wiki/%E6%8C%BA,https://www.topendsports.com/fun/names/apt.htm,Also played right-back; China international.,verified
,John Utaka,John,Utaka,football striker,sports,Portsmouth,Nigeria,1982,,phonetic,3,Utaka,"His surname Utaka sounds like attack, the role of a striker.",,birth_name,https://en.wikipedia.org/wiki/John_Utaka,,https://www.nytimes.com/athletic/6524643/2025/08/04/football-names-clubs-managers-arsenal-wenger/,Provided cross for Portsmouth's 2008 FA Cup winning goal.,verified
,Jonathan Jäger,Jonathan,Jäger,football striker,sports,SC Freiburg,France,1978,,translation,4,Jäger,"Jäger means hunter in German, apt for a striker hunting goals.",German: hunter,birth_name,https://en.wikipedia.org/wiki/Jonathan_J%C3%A4ger,https://en.wiktionary.org/wiki/J%C3%A4ger,,Born in Metz; joint top scorer in Regionalliga Süd before Freiburg.,verified
