id,full_name,first_name,last_name,occupation,field,organization,country,birth_year,death_year,aptronym_type,aptronym_score,name_element,connection,name_origin,name_status,person_source_url,name_source_url,discovery_source_url,notes,review_status
,John Hunter,John,Hunter,surgeon,medicine,,Scotland,1728,1793,semantic,5,Hunter,His surname Hunter matched his fame as a surgeon who hunted anatomical knowledge through dissection.,English occupational surname (hunter),birth_name,https://en.wikipedia.org/wiki/John_Hunter_(surgeon),https://www.etymonline.com/word/hunt,,Pupil of William Hunter; teacher of Edward Jenner.,verified
,Philip Syng Physick,Philip Syng,Physick,surgeon,medicine,University of Pennsylvania,United States,1768,1837,direct,5,Physick,His surname Physick is an archaic word for a physician and he became the Father of American Surgery.,Middle English physick (medicine),birth_name,https://en.wikipedia.org/wiki/Philip_Syng_Physick,https://www.etymonline.com/word/physic,https://www.umb.edu.pl/photo/pliki/progress-file/phs/phs_2013_2/171-174_ohry.pdf,Studied under John Hunter in London.,verified
,John Leech,John,Leech,caricaturist and illustrator,arts,,England,1817,1864,semantic,4,Leech,Leech is an archaic word for a physician and he trained in anatomy at St Bartholomew's before turning to Punch illustration.,Middle English leche (physician),birth_name,https://en.wikipedia.org/wiki/John_Leech_(caricaturist),https://www.etymonline.com/word/leech,https://www.umb.edu.pl/photo/pliki/progress-file/phs/phs_2013_2/171-174_ohry.pdf,Illustrated A Christmas Carol; drew a doctor-by-the-bedside vignette.,verified
,John Henry Leech,John Henry,Leech,entomologist,science,,England,1862,1900,semantic,3,Leech,His surname Leech denotes a physician though he specialized in Lepidoptera and Coleoptera.,Middle English leche (physician),birth_name,https://en.wikipedia.org/wiki/John_Henry_Leech,https://www.etymonline.com/word/leech,,Author of British Pyralides (1886).,verified
,Florence Nightingale,Florence,Nightingale,nurse and statistician,medicine,,England,1820,1910,semantic,5,Nightingale,Her surname names the nightingale bird fitting the Lady with the Lamp who reformed nursing.,English: nightingale bird,birth_name,https://en.wikipedia.org/wiki/Florence_Nightingale,https://www.etymonline.com/word/nightingale,,Named after the city of Florence; family surname predates her career.,verified
,George Miller Beard,George Miller,Beard,neurologist,medicine,,United States,1839,1883,semantic,3,Beard,Beard evokes the barber-surgeon tradition though he popularized the diagnosis neurasthenia.,English: beard; barber-surgeon echo,birth_name,https://en.wikipedia.org/wiki/George_Miller_Beard,https://www.etymonline.com/word/beard,https://www.umb.edu.pl/photo/pliki/progress-file/phs/phs_2013_2/171-174_ohry.pdf,Coined neurasthenia; studied Jumping Frenchmen of Maine.,verified
,John Armstrong,John,Armstrong,poet and physician,medicine,,Scotland,1709,1779,semantic,4,Armstrong,Armstrong suggests a strong arm fitting a doctor who wrote The Art of Preserving Health.,English: strong arm,birth_name,https://en.wikipedia.org/wiki/John_Armstrong_(poet),,https://www.umb.edu.pl/photo/pliki/progress-file/phs/phs_2013_2/171-174_ohry.pdf,Brother George Armstrong founded a children's hospital.,verified
,William Beaumont,William,Beaumont,Army surgeon,medicine,U.S. Army,United States,1785,1853,semantic,3,Beaumont,Beaumont means beautiful mountain a weak echo for the Father of Gastric Physiology who studied digestion.,French: beau mont (beautiful mountain),birth_name,https://en.wikipedia.org/wiki/William_Beaumont,https://en.wiktionary.org/wiki/beau,,Experiments on Alexis St. Martin's gastric fistula.,verified
,William Hunter,William,Hunter,anatomist,medicine,St George's Hospital,Scotland,1718,1783,semantic,3,Hunter,Hunter denotes one who hunts fitting an anatomist who procured cadavers for dissection.,English occupational surname (hunter),birth_name,https://en.wikipedia.org/wiki/William_Hunter_(anatomist),https://www.etymonline.com/word/hunt,,Brother of John Hunter; founded Hunterian Museum.,verified
,Charles Bell,Charles,Bell,anatomist and surgeon,medicine,University of Edinburgh,Scotland,1774,1842,semantic,4,Bell,Bell names the facial nerve he described whose palsy now bears his name.,English: bell,birth_name,https://en.wikipedia.org/wiki/Charles_Bell,,,Bell's palsy and Bell's law on motor vs sensory nerves.,verified
